observationid,mediaid,vote,content,classid,family,genus,species,author,date,location,latitude,longitude,yearinclef,observationid2014,imageid2014,learntag
19922,96878,4.0,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,jacques aymar,2013-3-16,Leucate,42.896840000000005,3.02893,PlantCLEF2014,3048.0,10747.0,Train
15005,41704,4.0,Flower,8534,Ranunculaceae,Aconitum,Aconitum napellus L.,florent beck,2013-10-8,Larrau,,,PlantCLEF2014,5082.0,7184.0,Train
18747,92671,3.0,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,errol vela,2014-4-11,"Sidi Aich, ALGERIE",36.6026,4.69448,PlantCLEF2015,,,Train
6785,93116,3.0,Flower,32201,Orchidaceae,Ophrys,Ophrys virescens Philippe,emmanuel stratmains,2012-4-11,Roquebrune-sur-Argens,43.442859999999996,6.642119999999999,PlantCLEF2014,9241.0,59621.0,Train
33883,52306,4.0,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,emmanuel stratmains,2013-4-23,Le Muy,43.488609999999994,6.59218,PlantCLEF2014,2312.0,57945.0,Train
18015,102944,3.0,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,thierry siffert,2011-4-13,Marseille,,,PlantCLEF2014,7118.0,29286.0,Train
12566,16395,3.0,Flower,6512,Orchidaceae,Ophrys,Ophrys lutea Cav.,daniel mathieu,2008-4-29,Prades-le-Lez,,,ImageCLEF2013,4251.0,30414.0,Train
18817,31656,3.0,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,jean-luc gorremans,2008-7-2,Pralognan-la-Vanoise,45.38067,6.743930000000001,ImageCLEF2013,7327.0,25821.0,Train
41303,107378,4.0,Flower,4026,Papaveraceae,Chelidonium,Chelidonium majus L.,Unknown320,2013-6-8,Vannes,47.6466,-2.7629200000000003,PlantCLEF2014,16804.0,42833.0,Train
32606,13181,3.0,Flower,6448,Orchidaceae,Epipactis,Epipactis atrorubens (Hoffm.) Besser,marie portas,2011-6-30,Entraunes,44.18882,6.7487,ImageCLEF2013,18314.0,31044.0,Train
39856,57271,3.0,Flower,8534,Ranunculaceae,Aconitum,Aconitum napellus L.,andre merle,2012-9-2,Trient,,,PlantCLEF2014,7072.0,53375.0,Train
27428,13905,5.0,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,michel demares,2008-5-8,Montrieux,,,PlantCLEF2014,15458.0,9571.0,Train
310,35986,3.0,Flower,4477,Ranunculaceae,Anemone,Anemone alpina L.,liliane roubaudi,2007-6-20,Chamonix-Mont-Blanc,,,ImageCLEF2013,12558.0,27640.0,Train
11551,57144,3.5,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,genevieve botti,2012-5-5,Peyriac-de-Mer,,,ImageCLEF2013,13633.0,33094.0,Train
38538,99191,3.0,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,julien champ,2012-11-26,St Leu Les brules de St Leu,-21.10527,55.380919999999996,PlantCLEF2015,,,Train
4605,23222,5.0,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,liliane roubaudi,2014-1-5,Leucate,,,PlantCLEF2015,,,Train
25955,107944,3.0,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,4094.0,34314.0,Train
9698,109883,4.0,Flower,4369,Primulaceae,Primula,Primula veris L.,didier gachon,2013-5-23,Vassieux-en-Vercors,44.8779,5.406000000000001,PlantCLEF2014,7294.0,19506.0,Train
22587,60617,3.0,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,paul fabre,2011-3-26,Saint-Gilles,,,ImageCLEF2013,15166.0,44514.0,Train
15005,16837,3.0,Flower,8534,Ranunculaceae,Aconitum,Aconitum napellus L.,florent beck,2013-10-8,Larrau,,,PlantCLEF2014,5082.0,60440.0,Train
35170,112046,3.0,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,mathieu menand,2008-6-28,Belin-Béliet,,,PlantCLEF2015,,,Train
25233,30306,3.0,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,bernard andrieu,2013-6-15,La Tour-sur-Orb,43.667390000000005,3.1398900000000003,PlantCLEF2014,12514.0,3210.0,Train
18307,3328,4.0,Flower,588,Asteraceae,Centaurea,Centaurea jacea L.,liliane roubaudi,2014-9-5,Vézins-de-Lévézou,,,PlantCLEF2015,,,Train
7644,14709,3.5,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,genevieve botti,2012-5-17,Marseille,,,ImageCLEF2013,5607.0,10363.0,Train
38575,27790,4.0,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,daniel barthelemy,2013-4-13,Puéchabon,43.71617,3.613,PlantCLEF2014,15892.0,29933.0,Train
15073,50116,5.0,Flower,5148,Salicaceae,Salix,Salix caprea L.,herve goeau,2013-4-8,Sainte-Geneviève-des-Bois,48.8567,2.2410400000000004,PlantCLEF2014,17662.0,46915.0,Train
3683,33936,4.0,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,cedric rousseau,2011-6-5,Audigny,49.86376,3.65268,PlantCLEF2014,17266.0,29567.0,Train
29715,14414,3.0,Flower,8527,Asteraceae,Achillea,Achillea millefolium L.,alain bigou,2004-8-2,Oô,42.75848,0.48536999999999997,PlantCLEF2014,1664.0,58826.0,Train
27191,27069,4.0,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,laurent petit,2009-8-11,Mouthe,,,PlantCLEF2014,12447.0,43153.0,Train
19892,60898,3.0,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,thierry pernot,1800-1-1,,,,PlantCLEF2014,11733.0,39801.0,Train
14176,9004,4.0,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,vincent jouhet,2012-6-28,,46.02337,4.05661,PlantCLEF2014,8765.0,36712.0,Train
14897,108060,3.0,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,jacques marechal,2012-8-9,La Chapelle-Saint-Mesmin,47.87616,1.8124200000000001,ImageCLEF2013,2332.0,13934.0,Train
4840,54834,3.0,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,ruddy benezet,2011-9-16,Frontignan,43.475770000000004,3.8344,ImageCLEF2013,3923.0,4605.0,Train
21740,78434,4.0,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,alain bigou,2012-6-7,Puivert,42.920559999999995,2.04861,PlantCLEF2014,2154.0,49147.0,Train
3087,23,2.0,Flower,5148,Salicaceae,Salix,Salix caprea L.,michel pourchet,2006-3-10,Champ-sur-Drac,,,PlantCLEF2014,324.0,46860.0,Train
34127,102522,4.0,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,liliane roubaudi,2013-9-24,Lespignan,,,PlantCLEF2015,,,Train
5551,91342,4.0,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,gisele arliguie,2013-6-3,Blanzat,45.82894,3.0779,PlantCLEF2014,11750.0,18336.0,Train
16183,105764,3.0,Flower,786,Asteraceae,Eupatorium,Eupatorium cannabinum L.,herve goeau,2012-8-28,Vert-le-Petit,48.84401,2.35995,PlantCLEF2014,12291.0,53627.0,Train
10787,111062,3.0,Flower,1286,Asteraceae,Urospermum,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt,claude chamagne,2006-5-15,(83),,,PlantCLEF2014,10230.0,21209.0,Train
18897,2045,3.0,Flower,6434,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii (Druce) Soó,julien barataud,2007-6-16,Fontpédrouse,,,ImageCLEF2013,2288.0,55749.0,Train
13467,29666,4.0,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,gerard renault,2013-6-26,Bramans,45.19536,6.87322,PlantCLEF2014,4338.0,38445.0,Train
13893,5446,3.0,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,patricia destrade,2011-5-4,Machecoul,,,ImageCLEF2013,11210.0,10845.0,Train
11829,33065,2.0,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,martin legaye,2014-4-18,Lussan,44.15432,4.36399,PlantCLEF2015,,,Train
11574,33960,4.0,Flower,4411,Ranunculaceae,Anemone,Anemone nemorosa L.,Unknown371,2013-4-14,Thumeries,50.483670000000004,3.0623299999999998,PlantCLEF2014,3994.0,15913.0,Train
36987,28850,3.0,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,alexis joly,2013-6-7,Montpellier,43.61482,3.82635,PlantCLEF2014,5785.0,4201.0,Train
11561,54813,3.0,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,9491.0,33.0,Train
22147,38080,3.0,Flower,8527,Asteraceae,Achillea,Achillea millefolium L.,augustin roche,2004-6-22,Saint-Pierre-de-Coutances,49.0357,-1.43967,PlantCLEF2014,14102.0,31281.0,Train
41330,36778,4.0,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,yoan martin,2010-7-8,Avolsheim,48.56173,7.50006,ImageCLEF2013,1235.0,17622.0,Train
2447,98706,3.0,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,christophe girod,2008-1-21,Moloy,,,PlantCLEF2014,15520.0,45246.0,Train
24211,64605,3.0,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,thierry pernot,1800-1-1,,,,PlantCLEF2014,12431.0,31673.0,Train
26332,25293,3.0,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,sebastien ramsay,2010-5-26,Revest-du-Bion,,,PlantCLEF2014,8972.0,40687.0,Train
19892,26048,4.0,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,thierry pernot,1800-1-1,,,,PlantCLEF2014,11733.0,49959.0,Train
40029,43950,3.0,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,jean-jacques houdre,2012-5-16,Saint-Maurice-Navacelles,43.88389,3.51917,PlantCLEF2014,13650.0,37772.0,Train
24141,87465,3.0,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,patricia destrade,2012-6-7,Saintonge,,,ImageCLEF2013,9945.0,60254.0,Train
11603,316,3.5,Flower,5148,Salicaceae,Salix,Salix caprea L.,herve goeau,2013-3-24,Sainte-Geneviève-des-Bois,48.8567,2.2410400000000004,PlantCLEF2014,6379.0,24492.0,Train
19892,90331,3.0,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,thierry pernot,1800-1-1,,,,PlantCLEF2014,11733.0,60283.0,Train
19892,85238,4.0,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,thierry pernot,1800-1-1,,,,PlantCLEF2014,11733.0,52916.0,Train
35631,19175,4.0,Flower,6434,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii (Druce) Soó,alain bigou,2014-6-10,Aulus-les-Bains,42.78688,1.35327,PlantCLEF2015,,,Train
18255,2262,3.5,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,jean rene garcia,2010-5-12,Poussan,,,PlantCLEF2014,13364.0,6647.0,Train
15073,71984,4.0,Flower,5148,Salicaceae,Salix,Salix caprea L.,herve goeau,2013-4-8,Sainte-Geneviève-des-Bois,48.8567,2.2410400000000004,PlantCLEF2014,17662.0,50329.0,Train
36328,96640,3.0,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,emmanuel stratmains,2013-4-29,Saint-Jurs,43.89829,6.19701,PlantCLEF2014,4526.0,39780.0,Train
13438,58367,3.0,Flower,4369,Primulaceae,Primula,Primula veris L.,catherine mahyeux,2009-4-6,Mérens-les-Vals,,,PlantCLEF2014,11952.0,3345.0,Train
20954,45456,5.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,marie portas,2012-9-22,Les Eyzies-de-Tayac-Sireuil,,,PlantCLEF2014,19475.0,8012.0,Train
28622,37981,4.0,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,alain riviere,2013-4-27,Conques-sur-Orbiel,43.29772,2.4074400000000002,PlantCLEF2014,17281.0,44655.0,Train
20936,17409,3.0,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,jean-jacques houdre,2008-5-20,Gignac,,,PlantCLEF2014,3251.0,48495.0,Train
30,90762,4.0,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,thierry pernot,1800-1-1,,,,PlantCLEF2014,15125.0,60927.0,Train
21613,69421,4.0,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,jacques aymar,2013-3-16,Leucate,42.896840000000005,3.02893,PlantCLEF2014,14795.0,7835.0,Train
12898,4046,3.0,Flower,32201,Orchidaceae,Ophrys,Ophrys virescens Philippe,bernard ginesy,2007-4-23,Allauch,43.33155,5.52462,PlantCLEF2014,17713.0,36953.0,Train
40991,67366,3.0,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,paul fabre,2010-6-5,Treschenu-Creyers,,,PlantCLEF2014,11194.0,60726.0,Train
19579,79308,3.0,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,marie therese goupil,2012-5-25,Le Pont-de-Montvert,44.358709999999995,3.7288300000000003,PlantCLEF2014,18372.0,2414.0,Train
12673,18519,3.0,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,genevieve botti,2012-5-7,Comigne,,,ImageCLEF2013,18571.0,15847.0,Train
24572,100280,4.0,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,thierry pernot,1800-1-1,,,,PlantCLEF2014,4544.0,666.0,Train
35239,107084,4.0,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,pierre bonnet,2013-5-1,Villeneuve-lès-Maguelone,,,PlantCLEF2014,14959.0,23232.0,Train
309,91524,3.0,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,julien barataud,2007-6-11,Nohèdes,,,ImageCLEF2013,18015.0,29105.0,Train
10724,2987,3.0,Flower,4460,Ranunculaceae,Anemone,Anemone hepatica L.,claude figureau,2006-5-10,Béhorlégui,,,PlantCLEF2014,804.0,32810.0,Train
41075,67479,4.0,Flower,6512,Orchidaceae,Ophrys,Ophrys lutea Cav.,genevieve botti,2012-5-12,Gémenos,,,ImageCLEF2013,13013.0,51688.0,Train
4783,16741,3.0,Flower,8534,Ranunculaceae,Aconitum,Aconitum napellus L.,alain bigou,2004-8-19,Fontrabiouse,42.63371,2.06243,PlantCLEF2014,13273.0,38516.0,Train
36102,71034,3.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,herve goeau,2013-8-8,Sainte-Geneviève-des-Bois,48.64801,2.33587,PlantCLEF2014,4884.0,11004.0,Train
41688,22480,2.0,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,herve goeau,2013-4-14,Saint-Aignan,,,PlantCLEF2014,17293.0,11018.0,Train
34437,92303,3.0,Flower,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,michel pourchet,2007-4-22,Champ-sur-Drac,,,ImageCLEF2013,6753.0,35973.0,Train
6785,33963,3.0,Flower,32201,Orchidaceae,Ophrys,Ophrys virescens Philippe,emmanuel stratmains,2012-4-11,Roquebrune-sur-Argens,43.442859999999996,6.642119999999999,PlantCLEF2014,9241.0,32877.0,Train
10776,36561,3.0,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,paul fabre,2013-6-29,Eyne,42.46848,2.08325,PlantCLEF2015,,,Train
29412,64285,3.5,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,paul fabre,2010-3-26,Clapiers,43.66128,3.87115,ImageCLEF2013,2063.0,22122.0,Train
31758,65864,1.0,Flower,6564,Orchidaceae,Serapias,Serapias vomeracea (Burm.f.) Briq.,florent beck,2013-6-15,Roques,43.51028,1.37722,PlantCLEF2014,13170.0,53635.0,Train
36150,52607,4.0,Flower,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,genevieve botti,2012-5-12,Mazaugues,,,ImageCLEF2013,8329.0,26793.0,Train
37102,46259,3.0,Flower,493,Asteraceae,Bellis,Bellis perennis L.,herve goeau,2013-5-26,Sainte-Geneviève-des-Bois,48.6464,2.31787,PlantCLEF2014,9305.0,51717.0,Train
20878,5518,2.0,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,thierry pernot,1800-1-1,,,,PlantCLEF2014,18768.0,9748.0,Train
18070,106002,3.0,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,celine pirat,2012-8-22,Tharros,,,ImageCLEF2013,14854.0,60187.0,Train
38040,90696,2.0,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,cattaneo,2013-5-10,,,,PlantCLEF2014,10897.0,32408.0,Train
495,65404,4.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,camille laroussinie,2013-6-30,Paris,48.83985,2.33321,PlantCLEF2014,18616.0,9589.0,Train
19539,20716,2.0,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,yoan martin,2011-4-28,Avolsheim,48.55724,7.47438,PlantCLEF2015,,,Train
41691,58986,4.0,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,liliane roubaudi,2013-6-3,Bussac-Forêt,,,PlantCLEF2014,8683.0,54955.0,Train
38198,4924,5.0,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,liliane roubaudi,2010-4-27,Maroc,,,ImageCLEF2013,3645.0,21731.0,Train
33570,46186,3.0,Flower,2430,Cistaceae,Helianthemum,Helianthemum nummularium (L.) Mill.,lea wegwitz,2005-5-9,Pierrefeu,43.87446,7.0776,PlantCLEF2014,7384.0,57472.0,Train
30715,40837,3.0,Flower,5148,Salicaceae,Salix,Salix caprea L.,herve goeau,2014-4-14,Palaiseau,48.71297,2.2023200000000003,PlantCLEF2015,,,Train
8938,5932,4.75,Flower,4411,Ranunculaceae,Anemone,Anemone nemorosa L.,liliane roubaudi,2013-4-1,Marcy-l'Étoile,,,PlantCLEF2014,10953.0,2666.0,Train
19137,112743,4.0,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,pierre bonnet,2013-6-4,Montpellier,43.5995,3.9001300000000003,PlantCLEF2014,5971.0,30722.0,Train
38684,7587,3.0,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,paul fabre,2010-4-29,Clapiers,43.66087,3.87055,ImageCLEF2013,13043.0,56856.0,Train
17930,93879,4.0,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,pierre bonnet,2011-4-24,Lattes,,,PlantCLEF2014,10240.0,14738.0,Train
9197,60420,3.0,Flower,151,Apiaceae,Daucus,Daucus carota L.,claire sutter,2009-7-1,Hochfelden,48.74974,7.57799,PlantCLEF2014,17676.0,34104.0,Train
40584,111198,4.0,Flower,786,Asteraceae,Eupatorium,Eupatorium cannabinum L.,liliane roubaudi,2014-10-16,Villequier,,,PlantCLEF2015,,,Train
15453,110677,3.0,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,pascal,2013-4-27,Poulx,43.9025,4.413,PlantCLEF2014,12566.0,11372.0,Train
27897,90962,3.5,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,robin guidez,2012-6-22,Locmaria-Plouzané,48.36228,-4.64117,ImageCLEF2013,1169.0,55738.0,Train
15610,54030,5.0,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,michel demares,2005-4-30,Toulon,,,PlantCLEF2014,9052.0,16860.0,Train
39994,68918,3.5,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,julien champ,2013-5-25,Montpellier,,,PlantCLEF2014,19410.0,13867.0,Train
8146,108625,3.5,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,pierre bonnet,2013-5-18,Fillols,,,PlantCLEF2014,15265.0,17927.0,Train
29483,7164,2.67,Flower,4411,Ranunculaceae,Anemone,Anemone nemorosa L.,gisele arliguie,2011-5-1,Orcines,45.79701,2.9737299999999998,PlantCLEF2014,12601.0,22866.0,Train
29492,29854,3.0,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,sebastien ramsay,2010-6-2,Selonnet,,,ImageCLEF2013,6135.0,58127.0,Train
41671,66451,4.5,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,liliane roubaudi,2012-5-20,Cosne-Cours-sur-Loire,,,PlantCLEF2014,4003.0,945.0,Train
1195,8235,4.0,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,pierre bonnet,2013-6-27,Montferrier-sur-Lez,43.65167,3.86217,PlantCLEF2014,5829.0,14639.0,Train
6785,18109,3.0,Flower,32201,Orchidaceae,Ophrys,Ophrys virescens Philippe,emmanuel stratmains,2012-4-11,Roquebrune-sur-Argens,43.442859999999996,6.642119999999999,PlantCLEF2014,9241.0,27153.0,Train
41522,22499,2.0,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,martin serre,2012-3-19,Indre,47.19444,-1.68301,ImageCLEF2013,17697.0,2640.0,Train
3053,22269,3.0,Flower,493,Asteraceae,Bellis,Bellis perennis L.,herve goeau,2013-4-17,Sainte-Geneviève-des-Bois,48.8567,2.2410400000000004,PlantCLEF2014,3087.0,29498.0,Train
40784,12283,4.0,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,pierre bonnet,2013-6-8,Montpellier,,,PlantCLEF2014,6655.0,15076.0,Train
39046,24772,3.0,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,genevieve botti,2013-6-4,Bussac-Forêt,,,PlantCLEF2015,,,Train
39237,54495,4.0,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,menkorn,2013-6-17,Igny,48.74626,2.22305,PlantCLEF2014,6886.0,35622.0,Train
30753,49575,4.0,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,thierry pernot,1800-1-1,,,,PlantCLEF2014,2458.0,8790.0,Train
24634,95949,4.0,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,gisele arliguie,2013-6-3,Blanzat,45.82894,3.0779,PlantCLEF2014,11618.0,60385.0,Train
38691,99503,3.0,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,jean-luc gorremans,2012-6-9,Auvers-Saint-Georges,48.4787,2.2464,PlantCLEF2014,3790.0,41294.0,Train
37695,81665,2.67,Flower,6512,Orchidaceae,Ophrys,Ophrys lutea Cav.,yoan martin,2013-4-19,,38.09479,12.78389,PlantCLEF2014,12036.0,44924.0,Train
21810,27840,3.0,Flower,4026,Papaveraceae,Chelidonium,Chelidonium majus L.,martin serre,2012-4-24,Indre,47.19941,-1.6907400000000001,PlantCLEF2014,16347.0,42171.0,Train
9745,1897,3.0,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,thierry senechal-chevallier,2012-6-11,La Vendue-Mignot,48.14451,4.1136800000000004,PlantCLEF2014,18324.0,23301.0,Train
17121,40548,3.0,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,julien barataud,2007-6-21,Nohèdes,,,ImageCLEF2013,18015.0,26787.0,Train
31591,40813,2.5,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,emmanuel stratmains,2012-7-16,Brains-sur-Gée,48.00949,-0.02399,ImageCLEF2013,18301.0,41446.0,Train
20918,107043,3.0,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,bertrand bui,2010-4-26,Martigues,43.32967,5.07465,PlantCLEF2014,2605.0,20963.0,Train
19892,84329,4.0,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,thierry pernot,1800-1-1,,,,PlantCLEF2014,11733.0,7746.0,Train
40446,60825,5.0,Flower,8534,Ranunculaceae,Aconitum,Aconitum napellus L.,liliane roubaudi,2013-8-23,Samoëns,,,PlantCLEF2015,,,Train
37182,82063,3.0,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,jean-jacques houdre,2008-5-21,Viviers,,,PlantCLEF2014,19192.0,41855.0,Train
8875,105276,3.0,Flower,151,Apiaceae,Daucus,Daucus carota L.,andrine faure,2011-6-2,Étretat,49.71155,0.20548000000000002,PlantCLEF2014,14871.0,33979.0,Train
23785,5736,3.0,Flower,6434,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii (Druce) Soó,christophe girod,2004-8-4,La Pesse (39),,,ImageCLEF2013,9458.0,11990.0,Train
17764,101874,3.0,Flower,6564,Orchidaceae,Serapias,Serapias vomeracea (Burm.f.) Briq.,marie portas,2013-5-8,Générac,,,PlantCLEF2014,8078.0,54664.0,Train
5502,36006,3.5,Flower,4436,Ranunculaceae,Clematis,Clematis vitalba L.,emmanuel stratmains,2012-7-3,Changé,48.00727,0.30075,ImageCLEF2013,5844.0,7586.0,Train
25823,37752,3.0,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,julien champ,2012-11-26,St Leu Les brules de St Leu,-21.10527,55.380919999999996,PlantCLEF2015,,,Train
27203,45551,3.0,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,christophe chauvigne,2012-7-17,Mérens-les-Vals,42.6656,1.85969,ImageCLEF2013,16797.0,11971.0,Train
40823,7384,3.0,Flower,4477,Ranunculaceae,Anemone,Anemone alpina L.,jean-jacques houdre,2009-6-13,Albepierre-Bredons,,,ImageCLEF2013,6555.0,58001.0,Train
9752,27066,3.0,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,alain bigou,2005-6-23,Auzat,42.71095,1.42685,ImageCLEF2013,14484.0,18640.0,Train
7243,42307,3.0,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,mathieu menand,2006-5-19,L'Île-d'Olonne,,,ImageCLEF2013,15571.0,43827.0,Train
31863,102502,3.0,Flower,30491,Violaceae,Viola,Viola tricolor L.,alain bigou,2010-7-4,Eyne,,,PlantCLEF2014,15390.0,26056.0,Train
399,104065,4.0,Flower,4353,Primulaceae,Primula,Primula vulgaris Huds.,herve goeau,2014-2-9,,45.470209999999994,5.053319999999999,PlantCLEF2015,,,Train
37522,66421,4.0,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,jean-luc gorremans,2011-9-24,Saintry-sur-Seine,48.59898,2.4897400000000003,PlantCLEF2014,7769.0,51930.0,Train
1575,3832,3.0,Flower,588,Asteraceae,Centaurea,Centaurea jacea L.,fabienne paire,2014-9-1,Optevoz,45.75334,5.330369999999999,PlantCLEF2015,,,Train
11842,51221,4.0,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,herve goeau,2014-5-29,Giverny,49.07472,1.53348,PlantCLEF2015,,,Train
21393,73452,3.0,Flower,786,Asteraceae,Eupatorium,Eupatorium cannabinum L.,ambrosias,2014-8-26,Lescure-d'Albigeois,43.95666,2.17116,PlantCLEF2015,,,Train
4884,83182,4.0,Flower,2430,Cistaceae,Helianthemum,Helianthemum nummularium (L.) Mill.,thierry pernot,1800-1-1,,,,PlantCLEF2014,5719.0,22559.0,Train
15073,40580,3.0,Flower,5148,Salicaceae,Salix,Salix caprea L.,herve goeau,2013-4-8,Sainte-Geneviève-des-Bois,48.8567,2.2410400000000004,PlantCLEF2014,17662.0,13879.0,Train
