observationid,mediaid,vote,content,classid,family,genus,species,author,date,location,latitude,longitude,yearinclef,observationid2014,imageid2014,learntag
15073,19427,4,Flower,5148,Salicaceae,Salix,Salix caprea L.,herve goeau,2013-4-8,Sainte-Geneviève-des-Bois,48.8567,2.24104,PlantCLEF2014,17662,27998,Train
38364,19456,3,Flower,4369,Primulaceae,Primula,Primula veris L.,pierre bonnet,2013-5-18,Fillols,,,PlantCLEF2014,7083,9120,Train
40137,19477,3,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,hugues tinguy,2011-9-13,Quend,,,PlantCLEF2014,13028,15865,Train
4130,19513,3,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,herve goeau,2013-6-27,,,,PlantCLEF2014,17852,555,Train
34127,19514,4,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,liliane roubaudi,2013-9-24,Lespignan,,,PlantCLEF2014,15112,8849,Train
8699,19568,3.5,Flower,32201,Orchidaceae,Ophrys,Ophrys virescens Philippe,bertrand bui,2012-4-6,Les Pennes-Mirabeau,43.39967,5.34849,PlantCLEF2014,247,45348,Train
19659,19589,4,Flower,30491,Violaceae,Viola,Viola tricolor L.,hugues tinguy,2012-9-8,Bray-Dunes,,,PlantCLEF2014,2057,6296,Train
27298,19597,4,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,liliane roubaudi,2013-5-18,Gruissan,,,PlantCLEF2014,166,43410,Train
31958,19625,3,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,samuel dufour-kowalski,2012-11-26,St Leu Les brules de St Leu,-21.10527,55.38092,PlantCLEF2015,,,Train
31732,19666,3,Flower,6448,Orchidaceae,Epipactis,Epipactis atrorubens (Hoffm.) Besser,annick larbouillat,2012-7-13,Roissy-en-Brie,,,ImageCLEF2013,4304,58198,Train
2779,19677,4,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,herve goeau,2013-9-21,,45.51333,4.88417,PlantCLEF2014,2905,22526,Train
1361,19753,3,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,david mercier,2012-8-2,Écouflant,,,ImageCLEF2013,18629,27717,Train
21413,19778,3,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,christophe girod,2003-3-2,Montpellier (Campus de La Gaillarde) (34),,,ImageCLEF2013,9434,55330,Train
27129,19782,5,Flower,4460,Ranunculaceae,Anemone,Anemone hepatica L.,annick larbouillat,2007-2-4,Roissy-en-Brie,48.78815,2.65431,ImageCLEF2013,13417,10314,Train
6403,19795,5,Flower,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,liliane roubaudi,2012-10-24,Lyon,,,ImageCLEF2013,5991,31640,Train
21116,19827,4,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,alain bigou,2013-8-10,Cauterets,42.84331,-0.13879,PlantCLEF2014,13857,22053,Train
19878,19897,3,Flower,786,Asteraceae,Eupatorium,Eupatorium cannabinum L.,marie portas,2011-8-28,Dammartin-sur-Tigeaux,48.81933,2.91912,ImageCLEF2013,16728,55226,Train
21379,19901,3,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,dominique remaud,2013-6-11,Limay,,,PlantCLEF2014,10112,20386,Train
13239,19902,3,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,pierre bonnet,2013-5-18,Fillols,,,PlantCLEF2014,13157,27371,Train
2170,19954,3,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,jean-jacques houdre,2011-10-13,La Faute-sur-Mer,46.30436,-1.29487,ImageCLEF2013,4400,18935,Train
732,20010,3,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,bertrand chiffoleau,2011-4-11,Corcoué-sur-Logne,46.93894,-1.53405,ImageCLEF2013,16321,58382,Train
18050,20046,4,Flower,8527,Asteraceae,Achillea,Achillea millefolium L.,emmanuel andres,2013-8-11,Wasselonne,48.63788,7.45956,PlantCLEF2014,3316,27815,Train
20866,20056,5,Flower,151,Apiaceae,Daucus,Daucus carota L.,bertrand bui,2011-6-22,Martigues,43.39292,5.33575,PlantCLEF2014,15405,51457,Train
19892,20101,4,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,thierry pernot,1800-1-1,,,,PlantCLEF2014,11733,16064,Train
28348,20109,3,Flower,4026,Papaveraceae,Chelidonium,Chelidonium majus L.,laurence gourdel,2013-5-10,Pornic,47.11148,-2.10125,PlantCLEF2014,267,52028,Train
109,2015,4,Flower,4436,Ranunculaceae,Clematis,Clematis vitalba L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,1073,39282,Train
32159,20156,3,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,didier gachon,2013-5-29,,,,PlantCLEF2014,6372,40299,Train
41661,20219,3,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,genevieve botti,2007-5-6,Riboux,,,PlantCLEF2014,12394,60596,Train
32776,20235,4,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,didier gachon,2013-5-29,,,,PlantCLEF2014,5352,19044,Train
18747,20246,3,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,errol vela,2014-4-11,"Sidi Aich, ALGERIE",36.6026,4.69448,PlantCLEF2015,,,Train
39994,20276,3,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,julien champ,2013-5-25,Montpellier,,,PlantCLEF2014,19410,21072,Train
24436,20286,3,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,daniel mathieu,2007-5-13,Saint-Martin-de-l'Arçon,,,ImageCLEF2013,17246,34870,Train
25823,2029,3,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,julien champ,2012-11-26,St Leu Les brules de St Leu,-21.10527,55.38092,PlantCLEF2015,,,Train
1824,2037,3,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,liliane roubaudi,2014-6-15,Chamonix-Mont-Blanc,,,PlantCLEF2015,,,Train
14716,2038,3,Flower,6509,Orchidaceae,Ophrys,Ophrys passionis Sennen,bernard ginesy,2007-4-10,Marseille,43.22045,5.41029,PlantCLEF2015,,,Train
40431,20431,4,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,francoise peyrissat,2007-5-27,Riom,45.8698,3.10563,PlantCLEF2014,16447,51496,Train
18897,2045,3,Flower,6434,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii (Druce) Soó,julien barataud,2007-6-16,Fontpédrouse,,,ImageCLEF2013,2288,55749,Train
28530,20455,3,Flower,151,Apiaceae,Daucus,Daucus carota L.,jean-joseph osty,2013-8-25,Camarès,43.80095,2.90896,PlantCLEF2014,7380,16763,Train
23872,20556,2.5,Flower,493,Asteraceae,Bellis,Bellis perennis L.,liliane roubaudi,2012-10-17,Fleury,,,PlantCLEF2014,6698,37836,Train
14366,20600,3,Flower,151,Apiaceae,Daucus,Daucus carota L.,herve goeau,2014-6-19,Palaiseau,48.71087,2.20232,PlantCLEF2015,,,Train
9185,2068,3,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,julien barataud,2006-6-14,Plévenon,,,ImageCLEF2013,11344,14874,Train
38883,20685,2,Flower,8527,Asteraceae,Achillea,Achillea millefolium L.,hubert daniel,2010-8-3,Loubières,43.01067,1.59988,PlantCLEF2014,10078,5895,Train
19539,20716,2,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,yoan martin,2011-4-28,Avolsheim,48.55724,7.47438,PlantCLEF2015,,,Train
21266,20816,3,Flower,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,herve goeau,2012-5-24,Vincennes,,,ImageCLEF2013,6397,47203,Train
6403,20837,3,Flower,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,liliane roubaudi,2012-10-24,Lyon,,,ImageCLEF2013,5991,24995,Train
25724,20845,5,Flower,4460,Ranunculaceae,Anemone,Anemone hepatica L.,annick larbouillat,2007-3-3,Roissy-en-Brie,48.78815,2.65431,ImageCLEF2013,17768,32964,Train
9427,20852,4,Flower,786,Asteraceae,Eupatorium,Eupatorium cannabinum L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,5855,7138,Train
26424,20856,3,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,christophe girod,2004-8-4,La Borne au Lion (39),,,ImageCLEF2013,6300,51774,Train
27670,20887,3,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,florent beck,2014-8-17,Lahontan,43.53138,-0.96805,PlantCLEF2015,,,Train
36733,20917,3,Flower,2430,Cistaceae,Helianthemum,Helianthemum nummularium (L.) Mill.,jean-jacques houdre,2011-9-13,Saint-Chély-d'Aubrac,,,PlantCLEF2014,17129,36448,Train
19724,20925,3,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,michel riviere,2013-3-15,Le Cailar,43.62366,4.23517,PlantCLEF2014,14942,11469,Train
36569,20970,3,Flower,30491,Violaceae,Viola,Viola tricolor L.,justine plessis,2012-3-13,Nantes,,,PlantCLEF2014,17513,1090,Train
9296,20973,4,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,herve goeau,2013-6-28,Paris,48.863,2.30883,PlantCLEF2014,9340,17629,Train
11945,20987,4,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,liliane roubaudi,2013-10-13,Rochetaillée-sur-Saône,,,PlantCLEF2014,19166,40825,Train
29520,21007,3.5,Flower,1286,Asteraceae,Urospermum,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt,julien champ,2013-5-25,Montpellier,,,PlantCLEF2014,3271,29923,Train
21502,21008,4,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,jean-francois rouffet,2013-6-1,Balma,,,PlantCLEF2014,1911,26543,Train
28198,21016,3.5,Flower,493,Asteraceae,Bellis,Bellis perennis L.,cb16ff5a4aec49f5117dc1aa2c95e566,2013-3-15,Montcaret,44.8615,0.05583,PlantCLEF2014,19294,19165,Train
30134,21028,4,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,roland launay,2009-5-1,,,,PlantCLEF2014,6738,11256,Train
32286,21047,3,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,jean-jacques houdre,2011-10-13,La Faute-sur-Mer,46.30352,-1.2944,ImageCLEF2013,12017,22653,Train
13933,21109,4,Flower,4369,Primulaceae,Primula,Primula veris L.,nicolas sennavoine,2013-4-9,Saint-André-du-Bois,44.61654,-0.1711,PlantCLEF2014,8056,31496,Train
8897,2111,2,Flower,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,michel pourchet,2006-4-26,Champ-sur-Drac,,,ImageCLEF2013,2968,27182,Train
28674,21112,3,Flower,493,Asteraceae,Bellis,Bellis perennis L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,18548,55107,Train
16866,21145,4,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,herve goeau,2013-6-5,Paris,48.84059,2.36158,PlantCLEF2014,1017,24472,Train
17930,21155,4,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,pierre bonnet,2011-4-24,Lattes,,,PlantCLEF2014,10240,32327,Train
36803,21212,5,Flower,6509,Orchidaceae,Ophrys,Ophrys passionis Sennen,paul fabre,2010-5-13,La Couvertoirade,43.84443,3.26981,PlantCLEF2015,,,Train
10208,21218,4,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,alain bigou,2014-8-6,Artigues,42.67632,2.03132,PlantCLEF2015,,,Train
30579,21312,3.5,Flower,32201,Orchidaceae,Ophrys,Ophrys virescens Philippe,bertrand bui,2012-4-6,Les Pennes-Mirabeau,43.39967,5.34849,PlantCLEF2014,642,48450,Train
39994,21337,3,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,julien champ,2013-5-25,Montpellier,,,PlantCLEF2014,19410,57003,Train
24018,21353,3,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,daniel mathieu,2007-5-12,Saint-Martin-de-l'Arçon,,,PlantCLEF2014,6787,45786,Train
1873,21359,5,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,bernard ginesy,2013-5-31,Marseille,,,PlantCLEF2014,8603,36538,Train
20892,2136,3,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,jean-pascal milcent,2010-5-3,Prades-le-Lez,,,PlantCLEF2014,4321,39195,Train
60,21362,4,Flower,493,Asteraceae,Bellis,Bellis perennis L.,Unknown191,2013-4-16,Fondettes,47.42267,0.5785,PlantCLEF2014,3821,1556,Train
19726,21449,5,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,claude figureau,2004-5-23,Sournia,,,PlantCLEF2014,18158,45556,Train
33480,21474,3,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,gregoire duche,2009-5-20,Lauret,,,PlantCLEF2014,6596,40356,Train
26220,21487,3,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,paul fabre,2011-4-20,Clapiers,43.66128,3.87115,PlantCLEF2014,5625,6465,Train
32174,21495,3,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,david colombo,2013-6-1,Strongsville,41.33249,-81.82504,PlantCLEF2014,1890,11625,Train
13448,21564,3,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,michel arson,2012-4-11,Lauroux,43.78262,3.27461,PlantCLEF2014,3430,47304,Train
37888,21611,3,Flower,4460,Ranunculaceae,Anemone,Anemone hepatica L.,paul fabre,2010-5-1,Les Rives,43.84443,3.26981,PlantCLEF2014,8848,46281,Train
15005,21652,4,Flower,8534,Ranunculaceae,Aconitum,Aconitum napellus L.,florent beck,2013-10-8,Larrau,,,PlantCLEF2014,5082,51246,Train
30101,2168,4,Flower,30491,Violaceae,Viola,Viola tricolor L.,claude figureau,2006-6-28,Cirque de Gavarnie,,,PlantCLEF2014,4694,33978,Train
23103,21691,3,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,jean-luc gorremans,2010-5-15,Sancerre,47.3295,2.80093,ImageCLEF2013,13814,2564,Train
9123,21710,5,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,pierre bonnet,2013-6-28,Montpellier,43.59733,3.90167,PlantCLEF2014,8866,24758,Train
37047,21762,3,Flower,4369,Primulaceae,Primula,Primula veris L.,pierre bonnet,2013-5-18,Fillols,,,PlantCLEF2014,1877,37615,Train
35356,21765,2,Flower,30491,Violaceae,Viola,Viola tricolor L.,elen lepage,2011-4-23,,51.07088,2.52482,PlantCLEF2014,144,2770,Train
3802,21785,2,Flower,588,Asteraceae,Centaurea,Centaurea jacea L.,felice olivesi,2013-8-17,Autainville,47.87738,1.40962,PlantCLEF2014,7033,22050,Train
5202,21790,3,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,pierre germaine,2014-4-27,,,,PlantCLEF2015,,,Train
41555,21821,3,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,g,2014-5-23,,,,PlantCLEF2015,,,Train
36328,21823,3,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,emmanuel stratmains,2013-4-29,Saint-Jurs,43.89829,6.19701,PlantCLEF2014,4526,40802,Train
35491,21832,4,Flower,6509,Orchidaceae,Ophrys,Ophrys passionis Sennen,genevieve botti,2014-3-15,Tarascon,,,PlantCLEF2015,,,Train
18088,21847,4,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,michael martinez,2013-6-16,Saint-Symphorien-d\'Ozon,,,PlantCLEF2014,6793,45323,Train
13001,21853,5,Flower,8534,Ranunculaceae,Aconitum,Aconitum napellus L.,daniel barthelemy,2012-8-7,"Valsavarenche, ValAoste, Italie",,,PlantCLEF2014,7543,48465,Train
36028,21877,4,Flower,786,Asteraceae,Eupatorium,Eupatorium cannabinum L.,liliane roubaudi,2013-8-11,Pollionnay,,,PlantCLEF2014,736,59788,Train
18350,21880,3.5,Flower,8527,Asteraceae,Achillea,Achillea millefolium L.,genevieve girod,2012-6-20,Meyzieu,45.77615,5.00521,PlantCLEF2014,18990,43929,Train
22943,21971,4.5,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,michel riviere,2013-3-29,Vergèze,43.75083,4.2185,PlantCLEF2014,933,47139,Train
14894,22011,3,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,alain bigou,2008-8-3,Génos,42.7434,0.40782,PlantCLEF2015,,,Train
6352,2202,4,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,josselin defrance,2013-5-5,,,,PlantCLEF2014,18349,13429,Train
4855,22033,3,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,jean-jacques houdre,2012-6-7,Planfoy,45.40556,4.43139,PlantCLEF2015,,,Train
1836,2205,4,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,herve goeau,2013-6-28,Paris,48.86367,2.3125,PlantCLEF2014,17335,38890,Train
9369,22100,4,Flower,6512,Orchidaceae,Ophrys,Ophrys lutea Cav.,paul fabre,2010-4-29,Clapiers,43.66087,3.87055,ImageCLEF2013,3043,12814,Train
11680,22119,3,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,emmanuel stratmains,2013-6-14,La Bazoge,48.10846,0.11407,PlantCLEF2014,17797,45419,Train
31480,2214,4,Flower,6434,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii (Druce) Soó,marie portas,2012-6-19,Espalion,,,PlantCLEF2014,1162,9104,Train
3165,22181,4,Flower,151,Apiaceae,Daucus,Daucus carota L.,genevieve botti,2012-6-8,Marseille,,,PlantCLEF2014,7430,20456,Train
109,22207,4,Flower,4436,Ranunculaceae,Clematis,Clematis vitalba L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,1073,43219,Train
19488,22220,4,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,daniel barthelemy,2013-6-22,Conques,44.59933,2.39783,PlantCLEF2014,16339,9032,Train
26494,22259,4,Flower,6434,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii (Druce) Soó,alain bigou,2014-6-10,Aulus-les-Bains,42.78688,1.35327,PlantCLEF2015,,,Train
3053,22269,3,Flower,493,Asteraceae,Bellis,Bellis perennis L.,herve goeau,2013-4-17,Sainte-Geneviève-des-Bois,48.8567,2.24104,PlantCLEF2014,3087,29498,Train
1457,22294,4,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,claude figureau,2005-9-12,St Jean Luz Plage Lafitenia,,,PlantCLEF2014,17137,15325,Train
18252,22390,2,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,paul fabre,2010-3-10,Saint-Bauzille-de-Montmel,43.77432,3.95594,PlantCLEF2014,4262,46922,Train
24412,22421,4,Flower,6434,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii (Druce) Soó,joceline chappert-bessiere,2012-6-8,65-ASTE,,,PlantCLEF2014,5497,2957,Train
41688,22480,2,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,herve goeau,2013-4-14,Saint-Aignan,,,PlantCLEF2014,17293,11018,Train
41522,22499,2,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,martin serre,2012-3-19,Indre,47.19444,-1.68301,ImageCLEF2013,17697,2640,Train
5502,22553,3.5,Flower,4436,Ranunculaceae,Clematis,Clematis vitalba L.,emmanuel stratmains,2012-7-3,Changé,48.00727,0.30075,ImageCLEF2013,5844,2551,Train
26616,22581,3,Flower,6448,Orchidaceae,Epipactis,Epipactis atrorubens (Hoffm.) Besser,julien barataud,2007-7-8,Nohèdes,,,ImageCLEF2013,17095,44897,Train
27084,22582,3,Flower,8534,Ranunculaceae,Aconitum,Aconitum napellus L.,laurent petit,8-5-21,Occoches,,,PlantCLEF2014,10878,21219,Train
6686,22603,3,Flower,8527,Asteraceae,Achillea,Achillea millefolium L.,herve goeau,2013-8-14,Rocquencourt,48.83781,2.0986,PlantCLEF2014,18678,12722,Train
39727,22606,5,Flower,6434,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii (Druce) Soó,thierry pernot,1800-1-1,,,,PlantCLEF2014,6080,33467,Train
18255,2262,3.5,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,jean rene garcia,2010-5-12,Poussan,,,PlantCLEF2014,13364,6647,Train
27064,22626,3,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,raymond hallot,2012-6-17,Les Essarts-le-Roi,48.71904,1.91368,ImageCLEF2013,16401,542,Train
29780,22640,4,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,genevieve botti,2014-5-13,Ramatuelle,,,PlantCLEF2015,,,Train
16866,22676,4,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,herve goeau,2013-6-5,Paris,48.84059,2.36158,PlantCLEF2014,1017,55546,Train
24804,22681,4.5,Flower,4353,Primulaceae,Primula,Primula vulgaris Huds.,liliane roubaudi,2013-4-1,Marcy-l'Étoile,,,PlantCLEF2014,11266,1640,Train
2328,22686,3,Flower,4353,Primulaceae,Primula,Primula vulgaris Huds.,paul fabre,2013-4-6,Versoix,46.29257,6.13818,PlantCLEF2014,7010,19298,Train
40440,22720,4,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,liliane roubaudi,2013-4-18,Prades-le-Lez,,,PlantCLEF2014,14673,57352,Train
4266,22752,3,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,herve goeau,2013-7-29,Sainte-Geneviève-des-Bois,48.64647,2.3178,PlantCLEF2014,4815,32615,Train
35321,22761,4,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,jean-jacques houdre,2011-4-3,Ferrières-les-Verreries,43.86276,3.79704,PlantCLEF2014,11433,38053,Train
567,22766,3,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,liliane roubaudi,2010-11-19,La Réunion,,,PlantCLEF2015,,,Train
18747,22773,3,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,errol vela,2014-4-11,"Sidi Aich, ALGERIE",36.6026,4.69448,PlantCLEF2015,,,Train
3146,22809,3,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,herve goeau,2013-8-17,Paris,48.837,2.44883,PlantCLEF2014,7630,57246,Train
27744,22831,4,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,liliane roubaudi,2008-6-6,Gresse en Vercors,,,PlantCLEF2014,4596,9758,Train
26886,22886,3,Flower,6564,Orchidaceae,Serapias,Serapias vomeracea (Burm.f.) Briq.,liliane roubaudi,2014-5-5,Les Mayons,,,PlantCLEF2015,,,Train
26297,22916,3,Flower,4369,Primulaceae,Primula,Primula veris L.,andrine faure,2012-4-8,La Chapelle-Villars,45.47578,4.69807,PlantCLEF2014,10101,37068,Train
30542,22933,3,Flower,151,Apiaceae,Daucus,Daucus carota L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,7007,60856,Train
939,22944,3,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,jean-luc gorremans,2011-5-22,Abbéville-la-Rivière,48.34494,2.16313,ImageCLEF2013,2176,1682,Train
20036,22983,3,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,matthieu gauvain,2012-6-17,Champagny-en-Vanoise,45.45428,6.76751,PlantCLEF2014,6224,47628,Train
3087,23,2,Flower,5148,Salicaceae,Salix,Salix caprea L.,michel pourchet,2006-3-10,Champ-sur-Drac,,,PlantCLEF2014,324,46860,Train
14828,23017,3,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,jean-paul hugbart,2014-5-5,Champforgeuil,46.81572,4.8267,PlantCLEF2015,,,Train
13483,23022,1,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,liliane roubaudi,2014-6-21,Meyrié,,,PlantCLEF2015,,,Train
9663,23026,3,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,claude figureau,2004-5-22,Bec de Vienne,,,PlantCLEF2014,16379,53842,Train
35312,23058,4,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,jean-francois molino,2014-3-30,Grabels,43.6479,3.79091,PlantCLEF2015,,,Train
38719,23063,5,Flower,4369,Primulaceae,Primula,Primula veris L.,hugues tinguy,2012-3-17,Saint-Hippolyte,,,PlantCLEF2014,13150,17315,Train
17922,23117,4,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,genevieve botti,2013-8-24,Briançon,,,PlantCLEF2014,2247,47718,Train
26042,23118,3,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,genevieve botti,2006-6-9,Gresse-en-Vercors,,,PlantCLEF2014,17954,57128,Train
6340,23154,3,Flower,8527,Asteraceae,Achillea,Achillea millefolium L.,genevieve botti,2012-9-8,Marseille,,,PlantCLEF2014,15090,47630,Train
11613,2317,3.5,Flower,6538,Orchidaceae,Anacamptis,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",Unknown225,2012-4-9,Le Vernet,46.09442,3.49554,ImageCLEF2013,256,30558,Train
11804,23215,3,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,julien barataud,2008-5-30,Montaud,,,PlantCLEF2014,2371,7052,Train
4605,23222,5,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,liliane roubaudi,2014-1-5,Leucate,,,PlantCLEF2015,,,Train
39807,23247,4,Flower,8527,Asteraceae,Achillea,Achillea millefolium L.,paul fabre,2012-6-15,Montferrier-sur-Lez,43.65753,3.86485,PlantCLEF2014,12212,27270,Train
19579,23252,3,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,marie therese goupil,2012-5-25,Le Pont-de-Montvert,44.35871,3.72883,PlantCLEF2014,18372,53872,Train
12580,23262,4,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,raymond hallot,2012-5-13,Les Essarts-le-Roi,48.7201,1.92291,ImageCLEF2013,8452,43470,Train
38729,23369,3,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,julien barataud,2007-4-7,Opoul-Périllos,,,PlantCLEF2014,13919,14946,Train
41109,23393,3,Flower,32201,Orchidaceae,Ophrys,Ophrys virescens Philippe,thierry pernot,1800-1-1,,,,PlantCLEF2014,7459,42726,Train
20986,23443,4,Flower,4436,Ranunculaceae,Clematis,Clematis vitalba L.,paul fabre,2013-8-4,Montferrier-sur-Lez,43.65753,3.86485,PlantCLEF2014,5281,11540,Train
11358,23474,3,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,alain bigou,2004-6-20,Roquefixade,42.93582,1.75485,ImageCLEF2013,49,25595,Train
31390,23476,5,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,herve goeau,2013-6-5,Paris,48.84059,2.36158,PlantCLEF2014,2338,34740,Train
40628,23481,3.5,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,pierre bonnet,2014-3-1,Fabrègues,43.5491,3.80896,PlantCLEF2015,,,Train
22265,23519,3,Flower,4436,Ranunculaceae,Clematis,Clematis vitalba L.,jean-luc gorremans,1800-1-1,Athis-Mons,,,ImageCLEF2013,13357,29944,Train
11509,23527,3,Flower,6564,Orchidaceae,Serapias,Serapias vomeracea (Burm.f.) Briq.,florent beck,2013-5-16,Payros-Cazautets,,,PlantCLEF2014,7662,31275,Train
